Id,Name,pagesNumber,RatingDistTotal,Publisher,CountsOfReview,PublishYear,Language,Authors,Rating
2146,Blink.,440,total:21,Phaidon Press,1,2004,,Phaidon Press,4
2147,Best of Blink-182,72,total:4,Hal Leonard Publishing Corporation,0,2003,,Blink-182,4.5
2148,"Blink, Blink, Clop, Clop: Why Do We Do Things We Can't Stop?: An Ocd Storybook",61,total:1,Childswork/Childsplay,0,1998,,Jennifer Jablonsky,3
2149,In The Blink Of An Eye: How Vision Sparked The Big Bang Of Evolution,336,total:213,Basic Books,18,2004,,Andrew Parker,4
2151,The Complete Novels,1103,total:28610,Gramercy Books,31,1995,eng,Jane Austen,4.56
2152,The Jane Austen Book Club,288,total:62683,G.P. Putnam's Sons,3561,2005,eng,Karen Joy Fowler,3.08
2153,Jane Austen: The Complete Novels,1103,total:28610,Gramercy Books,24,1994,eng,Jane Austen,4.56
2154,The Oxford Illustrated Jane Austen: 6-Volume Set,2832,total:131,"Oxford University Press, USA",6,1988,,Jane Austen,4.8
2155,Jane Austen's Letters,672,total:2453,"Oxford University Press, USA",69,1997,eng,Jane Austen,4.16
2156,Persuasion,249,total:498446,Oxford University Press,11516,2004,eng,Jane Austen,4.14
2157,Tea with Jane Austen,128,total:1558,Jones Books,109,2004,eng,Kim Wilson,3.78
2158,So You Think You Know Jane Austen?,231,total:177,"Oxford University Press, USA",8,2005,,John Sutherland,3.7
2163,"The Hit Man: One Man's Strategy for Growth, Change, and Profit",149,total:1,Taylor Trade Publishing,0,2003,,Phillip Hurst,3
2164,"The Hit Man's Dilemma: Or Business, Personal and Impersonal",128,total:12,Prickly Paradigm Press,0,2005,,Keith Hart,3.5
2166,The Old Man and the Sea,3,total:779615,Simon  Schuster Audio,79,2006,eng,Ernest Hemingway,3.77
2167,Cliffs Notes on Hemingway's The Old Man and the Sea,80,total:6,Cliffs Notes,0,2000,en-US,Jeanne Sallade Criswell,2.83
2171,My Old Man and the Sea,256,total:615,Harper Perennial,60,1996,,David Hays,3.87
2172,Old Man and the Sea,112,total:779615,UBS Publishers' Distributors,0,2000,,Ernest Hemingway,3.77
2174,Flaubert: A Biography,640,total:46,"Little, Brown and Company",18,2006,,Frederick Brown,3.89
2176,Flaubert's Parrot,190,total:11960,Vintage,615,1990,eng,Julian Barnes,3.66
2177,The Letters of Gustave Flaubert: 1857-1880,336,total:46,Belknap Press,1,1982,,Gustave Flaubert,4.52
2178,Flaubert in Egypt: A Sensibility on Tour,230,total:404,Penguin Books (Penguin Classics),31,1996,eng,Gustave Flaubert,3.62
2179,A Sentimental Education,464,total:16973,Oxford University Press,7,2000,eng,Gustave Flaubert,3.83
2181,The George Sand-Gustave Flaubert Letters,240,total:191,Echo Library,0,2006,,George Sand,4.08
2182,Three Tales,110,total:5001,Penguin Classics,154,2005,eng,Gustave Flaubert,3.68
2183,Sentimental Education,460,total:16973,Penguin Classics,395,2004,eng,Gustave Flaubert,3.83
2185,The Dictionary of Accepted Ideas,92,total:897,New Directions,35,1968,,Gustave Flaubert,3.87
2186,The Family Idiot 5: Gustave Flaubert 1821-1857,632,total:6,University of Chicago Press,1,1994,en-US,Jean-Paul Sartre,4
2187,Middlesex,529,total:568825,Picador USA,19666,2003,eng,Jeffrey Eugenides,4
2189,"Sex in Middlesex: Popular Mores in a Massachusetts County, 1649-1699",274,total:18,University of Massachusetts Press,5,1989,,Roger Thompson,3.44
2190,"A Place in Time: Middlesex Country, Virginia, 1650-1750",288,total:17,W. W. Norton & Company,2,1986,,Darrett B. Rutman,3.71
2192,A Mouth Like Yours,189,total:28,Farrar Straus Giroux,6,2005,,Daniel Duane,2.61
2193,Surfers: Photographs,144,total:2,powerHouse Books,0,1998,,Daniel Duane,2
2194,Lighting Out: A Vision of California and the Mountains,292,total:61,Graywolf Press,6,1994,,Daniel Duane,3.87
2195,Looking for Mo,240,total:63,Washington Square Press,8,1999,,Daniel Duane,3.7
2196,El Capitan: Historic Feats and Radical Routes,144,total:31,Chronicle Books,3,2000,,Daniel Duane,3.87
2197,Enoch and Daniel: A Form Critical and Sociological Study of the Historical Apocalypses,154,total:0,Bibal Press,0,2004,,Stephen Breck Reid,0
2198,Maverick's: The Story of Big-Wave Surfing,224,total:53,Chronicle Books,2,2000,,Matt Warshaw,4.13
2199,Team of Rivals: The Political Genius of Abraham Lincoln,916,total:142910,Simon & Schuster,6166,2006,eng,Doris Kearns Goodwin,4.29
2203,John Adams,751,total:293110,Simon & Schuster Paperbacks,5370,2001,eng,David McCullough,4.06
2204,The John Adams Reader: Eseential Writings on an American Composer,455,total:21,Amadeus,5,2006,eng,Thomas May,3.48
2205,The Letters of John and Abigail Adams,512,total:413,Penguin Classics,28,2003,eng,Abigail Adams,4.14
2206,The Adams-Jefferson Letters: The Complete Correspondence Between Thomas Jefferson and Abigail and John Adams,690,total:1156,Omohundro Institute and University of North Carolina Press,33,1988,,Lester J. Cappon,4.28
2207,John Adams: A Life,535,total:1775,American Political Biography Press,3,1996,,John Ferling,4.17
2208,John Adams and the Spirit of Liberty,360,total:32,University Press of Kansas,3,1998,eng,C. Bradley Thompson,4.47
2209,Passionate Sage: The Character and Legacy of John Adams,288,total:2729,W. W. Norton  Company,80,2001,eng,Joseph J. Ellis,4.06
2210,The Revolutionary John Adams,48,total:83,National Geographic Children's Books,19,2006,,Cheryl Harness,4.08
2211,The Portable John Adams,533,total:59,Penguin Books,1,2004,eng,John  Adams,4.17
2212,The Bible Lessons of John Quincy Adams for His Son,90,total:23,Vision Forum,3,2000,,Douglas W. Phillips,3.7
2213,Relationships for Dummies,416,total:42,For Dummies,2,2002,,Kate M. Wachs,3.52
2215,Raising Smart Kids for Dummies,360,total:9,For Dummies,1,2003,,Marlene Targ Brill,3.44
2217,Romance For Dummies,128,total:6,Running Press,1,2001,,Ruth Westheimer,3.33
2218,Sex For Dummies,432,total:269,For Dummies,0,2000,eng,Ruth Westheimer,3.65
2219,Baby Signing For Dummies,257,total:39,John Wiley & Sons,9,2006,eng,Jennifer Watson,3.64
2221,Your Baby's First Year for Dummies,360,total:91,For Dummies,4,2005,,James Gaylord,3.74
2222,The Feeling Good Handbook,729,total:5050,Penguin,125,1999,eng,David D. Burns,4
2226,On Death and Dying,288,total:23508,Scribner,10,1997,eng,Elisabeth Kübler-Ross,4.16
2227,Questions and Answers on Death and Dying: A Companion Volume to On Death and Dying,192,total:224,Scribner,7,1997,eng,Elisabeth Kübler-Ross,4.07
2228,The Last Dance: Encountering Death and Dying,664,total:260,McGraw-Hill Humanities/Social Sciences/Languages,13,2004,eng,Lynne Ann DeSpelder,3.78
2229,"Ethnic Variations in Dying, Death and Grief: Diversity in Universality",248,total:22,Taylor & Francis,1,1993,,Donald P. Irish,3.73
2230,Insights on Death & Dying,288,total:4,LWW,0,2006,,Joy Ufema,2.75
2231,The Kids' Book about Death and Dying,119,total:5,Little Brown and Company,1,1985,,Eric Rofes,5
2232,"Grief, Dying, & Death",477,total:34,Research Press,2,1984,,Therese A. Rando,4.21
2233,"Blessing the Bridge: What Animals Teach Us About Death, Dying, and Beyond",168,total:62,NewSage Press,11,2000,,Rita M. Reynolds,4.31
2234,Living with Death and Dying,192,total:181,Scribner,7,1997,,Elisabeth Kübler-Ross,4.13
2236,"Mahatma Gandhi and His Myths: Civil Disobedience, Nonviolence, and Satyagraha in the Real World (Plus Why It's Gandhi, Not Ghandi)",46,total:307,Simple Productions,7,2002,eng,Mark Shepard,3.62
2237,Radiology for Anaesthesia and Intensive Care,332,total:0,Greenwich Medical Media,0,2002,,Richard Hopkins,0
2240,Tai Chi Chuan: Aplicaciones Marciales:  Estilo Yang Avanzado De Tai Chi Chuan,401,total:1,Arkano Books,0,2002,,Yang Jwing-Ming,5
2243,Finding Yourself in India,320,total:0,Lothian Books,0,2001,,Diana Iles,0
2245,The Human Rights Committee and the Right of Individual Communication: Law and Practice,548,total:1,Ashgate Publishing,0,1998,,P.R. Ghandi,3
2249,The Seven Habits of Highly Effective People,368,total:479696,Free Press,237,1990,eng,Stephen R. Covey,4.11
2250,The The 7 Habits of Highly Effective People Personal Workbook,192,total:2195,Simon  Schuster,121,2004,eng,Stephen R. Covey,4.24
2252,The 7 Habits of Highly Effective People: 15th Anniversary Edition: Powerful Lessons in Personal Change,372,total:479696,Turtleback Books,6,2004,,Stephen R. Covey,4.11
2253,Daily Reflections For Highly Effective People: Living the 7 Habits of Highly Successful People Every Day,384,total:355,Simon  Schuster,27,1994,eng,Stephen R. Covey,3.91
2255,Way of the Peaceful Warrior: A Book That Changes Lives,240,total:44133,HJ Kramer,1636,2006,en-US,Dan Millman,4.14
2256,Sacred Journey of the Peaceful Warrior,252,total:8215,HJ Kramer/New World Library,150,2004,,Dan Millman,4.16
2257,Secret of the Peaceful Warrior,32,total:160,HJ Kramer,14,1992,en-US,Dan Millman,4.16
2259,The Peaceful Warrior Collection,464,total:539,MJF Books,26,2000,,Dan Millman,4.47
2260,Wisdom of the Peaceful Warrior: A Companion to the Book That Changes Lives,224,total:456,HJ Kramer,22,2007,,Dan Millman,4.11
2261,Grand Valley Dani: Peaceful Warriors,208,total:44,Cengage Learning,5,1996,,Karl G. Heider,3.34
2262,No Ordinary Moments: A Peaceful Warrior's Guide to Daily Life,324,total:1600,HJ Kramer,44,1992,,Dan Millman,4.11
2263,"The Peaceful Warrior: The Diary of Deborahs Armor Bearer, Israel, 1200 B.C.",171,total:20,Baker Books,1,2004,,Anne Adams,3.8
2265,It's Not about the Bike: My Journey Back to Life,294,total:37115,Berkley Publishing Group,1838,2001,eng,Lance Armstrong,3.72
2266,The Lance Armstrong Performance Program: 7 Weeks to the Perfect Ride,240,total:291,Rodale Books,12,2000,,Lance Armstrong,3.32
2267,23 Days in July: Inside the Tour de France and Lance Armstrong's Record-Breaking Victory,344,total:416,Da Capo Press,26,2005,eng,John Wilcockson,3.67
2268,Lance Armstrong: The Race of His Life,48,total:9,Grosset & Dunlap,1,2000,,Kristin  Armstrong,3.78
2269,Chasing Lance: The 2005 Tour de France and Lance Armstrong's Ride of a Lifetime,256,total:204,"Little, Brown and Company",19,2005,,Martin Dugard,3.48
2271,Lance Armstrong: A Biography,175,total:83,Simon Pulse,4,2005,,Bill Gutman,3.49
2272,Lance Armstrong: Images of a Champion,230,total:124,Rodale Books,10,2006,,Lance Armstrong,3.74
2273,A Prayer for the City,448,total:1043,Vintage,104,1998,,H.G. Bissinger,4.17
2274,Where Cross the Crowded Ways: Prayers of a City Pastor,95,total:7,William B. Eerdmans Publishing Company,0,2005,,Ernest T. Campbell,3.71
2275,The Power of a City at Prayer: What Happens When Churches Unite,192,total:14,InterVarsity Press,2,2005,,Mac Pier,4
2278,City Prayers,109,total:0,Canterbury Press Norwich,0,1994,,Martin Wallace,0
2279,Truman,1120,total:74683,Simon  Schuster,1963,1993,eng,David McCullough,4.13
2281,The Complete Stories of Truman Capote,320,total:5060,Vintage,221,2005,eng,Truman Capote,4.2
2282,Breakfast at Tiffany's: A Short Novel and Three Stories,162,total:204354,Modern Library,702,1994,eng,Truman Capote,3.89
2283,"Murder at The Washington Tribune (Capital Crimes, #21)",384,total:730,Ballantine Books,79,2006,eng,Margaret Truman,3.58
2285,"Murder at Ford's Theatre (Capital Crimes, #19)",376,total:827,Fawcett,69,2003,en-US,Margaret Truman,3.74
2286,Healing Feelings...from Your Heart,280,total:72,Olympus Publishing Company,10,2000,,Karol K. Truman,4.32
2287,"Other Voices, Other Rooms",232,total:12496,Vintage,669,1994,eng,Truman Capote,3.8
2289,In Cold Blood,15,total:498212,Random House Audio,135,2006,eng,Truman Capote,4.07
2294,Summer Crossing,0,total:6863,Random House Audio Publishing Group,1,2005,,Truman Capote,3.44
2296,"Emergence: The Connected Lives of Ants, Brains, Cities, and Software",288,total:3144,Scribner,200,2002,en-US,Steven Johnson,3.96
2297,Emergence from Chaos to Order,274,total:224,OUP Oxford,3,2000,,John H. Holland,4
2299,Emergence: Labeled Autistic,200,total:1915,Grand Central Publishing,156,1996,en-GB,Temple Grandin,4.07
2301,The Emergence of Everything: How the World Became Complex,209,total:64,"Oxford University Press, USA",6,2004,,Harold J. Morowitz,3.67
2303,Transgender Emergence: Therapeutic Guidelines for Working with Gender-Variant People and Their Families,500,total:63,Routledge,8,2004,,Arlene Istar Lev,4.21
2304,The Emergence of Life on Earth: A Historical and Scientific Overview,344,total:52,Rutgers University Press,5,2000,eng,Iris Fry,4.02
2305,The Ghost Stories of Edith Wharton,303,total:3271,Scribner,184,1997,eng,Edith Wharton,3.89
2306,The House of Mirth / The Reef / The Custom of the Country / The Age of Innocence,1328,total:478,Library of America,29,1986,eng,Edith Wharton,4.31
2307,"Collected Stories, 1911-1937",848,total:59,Library of America,9,2001,eng,Edith Wharton,4.25
2308,Edith Wharton's Italian Gardens,192,total:37,Bulfinch,0,1998,,Vivian Russell,3.62
2309,Novellas and Other Writings: Madame de Treymes / Ethan Frome / Summer / Old New York / The Mother’s Recompense / A Backward Glance,1137,total:67,Library of America,9,1990,eng,Edith Wharton,4.22
2310,French Ways and Their Meaning,176,total:123,Countryman Press,24,1997,,Edith Wharton,3.67
2312,The Buccaneers,448,total:5507,Viking Books,5,1995,,Edith Wharton,3.89
2313,Roman Fever (and Other Stories),244,total:1820,Little Brown and Co. (UK),3,1983,,Edith Wharton,4.1
2314,The House of Mirth,272,total:79301,Dover Publications,62,2002,eng,Edith Wharton,3.95
2315,Below the Root,231,total:891,Atheneum Books,10,1975,eng,Zilpha Keatley Snyder,4.09
2316,"The Headless Cupid (Stanley Family, #1)",224,total:3660,Yearling,150,1999,,Zilpha Keatley Snyder,3.86
2317,And All Between,218,total:579,Laurel Leaf,2,1992,,Zilpha Keatley Snyder,4
2319,The Witches of Worm,183,total:2199,Dell Yearling,12,1991,eng,Zilpha Keatley Snyder,3.69
2320,The Runaways,256,total:120,Yearling,8,2000,,Zilpha Keatley Snyder,3.52
2322,The Deeper Meaning of Liff,192,total:4609,Three Rivers Press,85,2005,eng,Douglas Adams,3.93
2325,The Prostitute in the Family Tree,136,total:54,Westminster John Knox Press,6,1997,,Douglas   Adams,3.26
2326,Dirk Gently's Holistic Detective Agency (Dirk Gently #1),6,total:113881,Phoenix Audio,15,2005,eng,Douglas Adams,3.98
2327,The Letters of J.R.R. Tolkien,502,total:5350,Mariner Books,175,2000,eng,J.R.R. Tolkien,4.15
2328,"On Tolkien: Interviews, Reminiscences, and Other Essays",256,total:3,Houghton Mifflin Harcourt,0,2007,,Douglas A. Anderson,5
2329,The History of the Lord of the Rings (The History of Middle-earth #6-9),1680,total:301,Mariner Books,3,2000,en-US,J.R.R. Tolkien,4.39
2330,The Languages of Tolkien's Middle-Earth,207,total:4701,Houghton Mifflin Company,74,1980,eng,Ruth S. Noel,3.98
2331,"The Lord of the Rings- 3 volumes set (The Lord of the Rings, #1-3)",1438,total:539536,Mariner Books,9,2005,en-US,J.R.R. Tolkien,4.5
2332,The Essential J.R.R. Tolkien Sourcebook: A Fan's Guide to Middle-Earth and Beyond,258,total:16,New Page Books,2,2003,,George Beahm,3.31
2333,Farmer Giles of Ham,127,total:7470,Houghton Mifflin Harcourt,229,1999,eng,J.R.R. Tolkien,3.85
2335,Master of Middle-Earth: The Fiction of J.R.R. Tolkien,247,total:3114,Del Rey,0,1982,,Paul H. Kocher,3.77
2336,Tandia,905,total:9482,Penguin Books Australia Ltd.,374,1998,eng,Bryce Courtenay,4.05
2337,The Potato Factory: The Potato Factory Trilogy Book 1,852,total:8823,Penguin Books Australia Ltd.,24,1998,,Bryce Courtenay,4.11
2338,Matthew Flinders' Cat,611,total:3032,Viking,161,2002,eng,Bryce Courtenay,3.81
2343,"Solomon's Song (The Potato Factory, #3)",671,total:4510,Penguin Books Australia Ltd.,134,2001,eng,Bryce Courtenay,4.01
2344,Four Fires,986,total:3734,McArthur & Company,3,2003,,Bryce Courtenay,4.23
2348,An Introduction to Old Norse,412,total:107,Oxford University Press,7,1981,eng,E.V. Gordon,4.1
2349,Women in Old Norse Society: A Portrait,288,total:74,Cornell University Press,6,2014,,Jenny Jochens,3.78
2350,Old Norse-Icelandic Literature: A Short Introduction,241,total:33,Wiley-Blackwell,5,2004,,Heather O'Donoghue,3.82
2351,Celtic and Old Norse Designs,48,total:74,Dover Publications,3,2000,,Courtney Davis,3.89
2352,"The Structure of Old Norse ""dr�ttkv�tt"" Poetry",312,total:3,Cornell University Press,0,1995,,Kari Ellen Gade,4.67
2353,Cold Counsel: Women in Old Norse Literature and Myth,320,total:19,Routledge,2,2002,eng,Sarah M.  Anderson,3.68
2354,A Grammar of the Icelandic or Old Norse Tongue,342,total:2,John Benjamins Publishing Company,0,1976,,Rasmus Christian Rask,3
2356,"Dialogue and Deviance: Male-Male Desire in the Dialogue Genre (Plato to the Middle Ages, Plato to the Enlightenment, Plato to the Postmodern)",304,total:0,Palgrave Macmillan,0,2005,,Robert S. Sturges,0
2357,"Comedy Quotes from the Movies: Over 4,000 Bits of Humorous Dialogue from All Film Genres, Topically Arranged and Indexed",416,total:1,McFarland & Company,0,2001,,Larry Langman,4
2358,"The Other Side of Nowhere: Jazz, Improvisation, and Communities in Dialogue",462,total:6,Wesleyan University Press,1,2004,,Daniel Fischlin,4.33
2360,The Mediterranean Pantry: Creating and Using Condiments and Seasonings,192,total:9,Artisan,0,1994,,Aglaia Kremezi,3.89
2362,The Foods of Greece,256,total:12,"Stewart, Tabori, & Chang",1,1999,,Aglaia Kremezi,4.58
2364,Aglaia Konrad: Elasticity,247,total:3,Nai010 Publishers,0,2003,,Daniel Kurjakovic,3
2365,Taxonomic Monograph  of the Genus Aglaia (Meliaceae),387,total:2,"Royal Botanic Gardens, Kew",0,2000,,C.M. Pannell,3.5
2367,Brave Companions: Portraits in History,240,total:4382,Simon Schuster,496,1992,eng,David McCullough,3.98
2368,"Mornings on Horseback: The Story of an Extraordinary Family, a Vanished Way of Life, and the Unique Child Who Became Theodore Roosevelt",445,total:24365,Simon  Schuster,1210,1982,eng,David McCullough,4.12
2371,The Johnstown Flood,302,total:17786,Peter Smith Publisher,1209,1990,eng,David McCullough,4.11
2372,"The Path Between the Seas: The Creation of the Panama Canal, 1870-1914",697,total:15941,Simon  Schuster,1052,2004,eng,David McCullough,4.2
