pagesNumber,Authors,Publisher,Rating,Language,RatingDistTotal,RatingDist5,RatingDist3,CountsOfReview,PublishDay,ISBN,RatingDist4,PublishMonth,Id,PublishYear,RatingDist1,RatingDist2,Name
316,James Waller,"Oxford University Press, USA",4.19,,total:326,0.300694444,3:51,18,8,0195189493,0.258333333,1,106372,2005,1:01,2:09,Becoming Evil: How Ordinary People Commit Genocide and Mass Killing
192,Alex Garland,Faber & Faber,3.36,eng,total:8039,1.108333333,2.096527778,297,7,0571223109,1.763194444,7,106373,2005,0.339583333,0.9,The Coma
273,Alex Garland,Riverhead Books,3.22,en-US,total:5791,0.603472222,1.754861111,14,1,1573227749,1.300694444,22,106374,2000,0.215277778,0.772222222,The Tesseract
551,Alex Garland,Grupo Zeta,3.94,,total:68378,5:21234,3:15197,5,4,8440696833,4:27377,20,106376,2000,0.686111111,2.6125,La playa
214,Yvette Marie Alex-Assensoh,Routledge,0,,total:0,5:00,3:00,0,6,0815323816,4:00,1,106382,1998,1:00,2:00,"Neighborhoods, Family, and Political Behavior in Urban America: Political Behavior & Orientations"
240,Barbara Victor,"Farrar, Straus and Giroux",3.7,,total:53,5:11,3:21,1,11,0571211771,4:18,7,106385,2002,1:00,2:03,The Lady: Aung San Suu Kyi: Nobel Laureate and Burma's Prisoner
24,Jonathan Kravetz,PowerKids Press,0,,total:0,5:00,3:00,0,8,1404230416,4:00,1,106386,2006,1:00,2:00,Boll Weevils
184,Lee Lion,Authorhouse,0,,total:0,5:00,3:00,0,11,1403332959,4:00,14,106387,2002,1:00,2:00,Oil Patch Boll Weevils
286,Horace L. Fairlamb,Cambridge University Press,3,,total:1,5:00,3:01,0,5,0521456657,4:00,26,106390,1994,1:00,2:00,Critical Conditions
192,Anthony B. Woodiwiss,Sage Publications UK,0,,total:0,5:00,3:00,0,3,0803987897,4:00,24,106391,1993,1:00,2:00,Postmodernity USA: The Crisis of Social Modernism in Postwar America
544,Sister Souljah,Pocket Star,4.47,eng,total:30485,5:19888,2.024305556,2137,2,1416521690,4.804166667,1,106393,2006,0.297916667,0.649305556,The Coldest Winter Ever
144,Paula Fox,Picador,3.43,en-US,total:192,5:25,0.181944444,31,10,0312426240,0.209027778,17,106394,2006,1:04,2:20,The Coldest Winter: A Stringer in Liberated Europe
265,Derek Beaven,Not Avail,3.11,,total:9,5:02,3:02,0,1,0007148100,4:01,1,106397,2005,1:00,2:04,His Coldest Winter
229,Cathleen Murakami,Human Kinetics,3.71,,total:7,5:01,3:03,1,10,0736059547,4:03,30,106402,2006,1:00,2:00,Morning Pilates Workouts: Enhance Your Morning Mat Work with Programs for Every Schedule
160,Jay Liebowitz,Simon & Schuster Children's Publishing,4,,total:2,5:00,3:00,0,9,0689834012,4:02,1,106403,2000,1:00,2:00,Wall Street Wizard: Sound Ideas from a Savvy Teen Investor
224,Aden Evens,Univ Of Minnesota Press,3.89,,total:9,5:02,3:03,1,6,0816645361,4:04,26,106404,2005,1:00,2:00,"Sound Ideas: Music, Machines, and Experience"
0,George R. Walther,Simon & Schuster Audio,3.67,,total:9,5:00,3:03,0,9,0671625691,4:06,15,106409,1986,1:00,2:00,Phone Power
304,Henrik Ibsen,Penguin Classics,3.89,,total:241,0.253472222,0.166666667,10,6,,0.2375,30,106412,1964,1:03,2:11,Ghosts and Other Plays (Ghosts; A Public Enemy; When We Dead Awake)
112,John Randolph Price,Hay House,4.18,,total:520,0.39375,0.18125,1,1,1401904750,0.258333333,1,106414,2005,1:14,2:26,The Abundance Book
180,Carol Look,Authorhouse,3.7199999999999998,,total:36,5:10,3:10,1,7,1420868993,4:11,1,106415,2005,1:00,2:05,Attracting Abundance with EFT: Emotional Freedom Techniques
288,Sarah Ban Breathnach,Grand Central Publishing,4.22,en-US,total:205,0.28125,3:29,7,4,0446673331,4:57,1,106416,2000,1:03,2:11,The Simple Abundance Companion: Following Your Authentic Path to Something More
95,Arnold Kling,Cato Institute,3.99,,total:75,5:19,3:15,6,4,1930865899,4:39,10,106417,2006,1:01,2:01,Crisis of Abundance: Rethinking How We Pay for Health Care
160,Sarah Ban Breathnach,Grand Central Publishing,4.22,en-US,total:439,0.363888889,0.172222222,19,11,044652106X,0.251388889,5,106418,1996,1:08,2:17,The Simple Abundance Journal of Gratitude
167,Elizabeth Clare Prophet,Summit University Press,4.39,,total:72,5:42,3:07,4,10,0922729387,4:20,18,106420,2017,1:01,2:02,Creative Abundance: Keys to Spiritual and Material Prosperity
101,John   Stevens,Shambhala,3.92,,total:151,5:49,3:37,13,2,159030442X,4:54,20,106421,2007,1:02,2:09,"Zen Bow, Zen Arrow: The Life and Teachings of Awa Kenzo, the Archery Master from ""zen in the Art of Archery"""
181,Hans J. Stein,Element Books,3.85,,total:13,5:05,3:05,1,6,1852300353,4:02,10,106423,1993,1:00,2:01,Kyudo: The Art of Zen Archery
336,Thomas  Holmes,Routledge,3.86,eng,total:36,5:08,3:08,2,7,0415936446,4:18,5,106424,2002,1:01,2:01,Electronic and Experimental Music: Pioneers in Technology and Composition (Media and Popularculture)
218,Michael Nyman,Cambridge University Press,4.09,eng,total:306,0.285416667,0.175,15,7,0521653835,0.248611111,29,106425,1999,1:00,2:05,Experimental Music: Cage and Beyond
252,David   Nicholls,Cambridge University Press,4.25,,total:4,5:01,3:00,0,5,052142464X,4:03,9,106426,1991,1:00,2:00,"American Experimental Music, 1890-1940"
146,Leigh Landy,Routledge,0,,total:0,5:00,3:00,0,11,3718655535,4:00,1,106427,1994,1:00,2:00,Experimental Music Notebooks
324,Leigh Landy,Taylor & Francis,2,,total:1,5:00,3:00,0,11,3718651688,4:00,25,106428,1991,1:00,2:01,What's The Matter With Today's Experimental Music?: Organized Sound Too Rarely Heard
462,Thom Holmes,Routledge,4.11,,total:71,5:25,3:13,0,3,0415957818,4:31,31,106430,2008,1:00,2:02,"Electronic and Experimental Music: Technology, Music, and Culture"
56,John R. Perry,"Hackett Publishing Company, Inc.",3.63,,total:401,0.260416667,0.206944444,0,3,0915144913,0.277777778,15,106432,1978,1:08,2:40,A Dialogue on Personal Identity and Immortality
440,Stephen S. Hall,Mariner Books,3.75,,total:32,5:09,3:08,2,1,0618492216,4:11,20,106433,2005,1:01,2:03,Merchants of Immortality: Chasing the Dream of Human Life Extension
528,Frank J. Tipler,Anchor Books,3.43,eng,total:429,0.276388889,0.201388889,51,9,0385467990,0.253472222,18,106434,1995,1:41,2:55,"The Physics of Immortality: Modern Cosmology, God and the Resurrection of the Dead"
337,Paul  Edwards,Prometheus Books,3.69,,total:16,5:04,3:02,0,4,1573921300,4:07,1,106435,1997,1:01,2:02,Immortality
256,Mardy Grothe,Collins,3.7800000000000002,,total:632,0.325,0.264583333,64,3,0060536993,0.316666667,2,106437,2004,1:10,2:37,Oxymoronica: Paradoxical Wit and Wisdom from History's Greatest Wordsmiths
544,Frances Fox Piven,Vintage,4.19,eng,total:256,0.282638889,3:31,21,9,0679745165,0.239583333,28,106438,1993,1:02,2:11,Regulating the Poor: The Functions of Public Welfare
161,Walter I. Trattner,University of Tennessee Press,3,,total:1,5:00,3:01,0,6,0870493744,4:00,1,106439,1983,1:00,2:00,Social Welfare or Social Control?: Some Historical Reflections on Regulating the Poor
428,Mimi Abramovitz,South End Press,4.32,,total:44,5:26,3:10,5,7,0896085511,4:07,1,106440,1999,1:00,2:01,Regulating the Lives of Women: Social Welfare Policy from Colonial Times to the Present (Revised Edition)
64,Elizabeth James,HarperCollins Publishers,4,,total:5,5:02,3:02,0,10,0688162770,4:01,17,106441,1998,1:00,2:00,How to Keep a Secret
208,Annie Gottlieb,HarperOne,3.96,,total:466,0.321527778,0.197916667,31,8,0062512668,0.280555556,4,106442,1995,1:09,2:25,The Cube
304,Dan Neuharth,St. Martins Press-3PL,3.44,,total:41,5:07,3:15,4,9,0312312482,4:12,5,106444,2000,1:01,2:06,Secrets You Keep from Yourself: How to Stop Sabotaging Your Happiness
282,Stephen Arterburn,Integrity Publishers,3.86,,total:85,5:26,3:22,8,10,1591454697,4:30,1,106445,2006,1:02,2:05,The Secrets Men Keep: How Men Make Life & Love Tougher Than It Has to Be
352,Art Tirrell,Kunati Inc.,4.29,,total:41,5:25,3:08,7,4,1601640048,4:06,1,106446,2007,1:01,2:01,The Secret Ever Keeps
208,Stella Phillips,Robert Hale,4,,total:1,5:00,3:00,1,9,070907638X,4:01,1,106447,2004,1:00,2:00,Three May Keep a Secret
680,Anne Rice,Arrow,3.7199999999999998,,total:78594,5:20493,3:23990,13,11,0099471396,4:25703,4,106449,2004,1.082638889,4.88125,"The Tale of the Body Thief (The Vampire Chronicles, #4)"
224,Dennis Barone,University of Pennsylvania Press,4,,total:10,5:02,3:02,0,8,0812233174,4:06,29,106451,1995,1:00,2:00,Beyond the Red Notebook: Essays on Paul Auster
359,Alisa Valdes,St. Martin's Griffin,3.62,,total:2281,0.556944444,0.630555556,162,7,0312332351,0.697916667,1,106452,2005,0.088888889,0.234722222,Playing with Boys
351,Alisa Valdes,"Little, Brown Young Readers",3.73,,total:1184,0.467361111,0.332638889,133,8,0316013072,0.402083333,1,106453,2009,1:53,0.166666667,Haters
384,Alisa Valdes,St. Martin's Griffin,3.62,,total:2281,0.556944444,0.630555556,1,11,0312335229,0.697916667,1,106454,2004,0.088888889,0.234722222,Jugando con chicos
432,Alisa Valdes-Rodriguez,St. Martin's Griffin,3.49,eng,total:1426,0.409027778,0.471527778,100,2,0312349807,0.447916667,20,106455,2007,1:55,0.206944444,Make Him Look Good
400,Alisa Valdes,St. Martin's Griffin,3.49,,total:1426,0.409027778,0.471527778,0,4,0312353715,0.447916667,18,106457,2006,1:55,0.206944444,El hombre que yo quiero
167,Osip Mandelstam,NYRB Classics,4.25,eng,total:2050,0.915972222,0.311805556,37,8,1590170911,0.623611111,31,106458,2004,1:27,0.136805556,The Selected Poems
480,Nadezhda Mandelstam,Modern Library,4.38,eng,total:824,0.529166667,0.1875,56,3,0375753168,0.338888889,30,106459,1999,1:08,2:16,Hope Against Hope
144,Osip Mandelstam,Penguin Classics,4.25,eng,total:2050,0.915972222,0.311805556,6,12,0140184740,0.623611111,12,106460,1991,1:27,0.136805556,Selected Poems
366,Osip Mandelstam,State University of New York Press,4.62,,total:39,5:27,3:03,0,1,0873952103,4:09,1,106461,1973,1:00,2:00,Complete Poetry of Osip Emilevich Mandelstam
130,Osip Mandelstam,Persea,4.24,,total:75,5:37,3:10,11,4,0892550066,4:24,17,106463,2007,1:01,2:03,Osip Mandelstam: 50 Poems
512,Emma Gerstein,Harry N. Abrams,4.23,,total:13,5:04,3:01,0,9,1585675954,4:08,2,106465,2004,1:00,2:00,"Moscow Memoirs: Memories of Anna Akhmatova, Osip Mandelstam, and Literary Russia Under Stalin"
336,James B. Twitchell,Simon  Schuster,3.32,,total:123,5:14,3:52,15,9,0743243471,4:37,2,106467,2005,1:06,2:14,"Branded Nation: The Marketing of Megachurch, College Inc., and Museumworld"
264,Janelle Barlow,Berrett-Koehler Publishers,3.71,,total:21,5:06,3:04,0,9,1576754049,4:07,1,106468,2006,1:00,2:04,Branded Customer Service: The New Competitive Edge
376,Rosalyne Blumenstein,1st Book Library,4.2,,total:5,5:01,3:00,0,8,1410772411,4:04,28,106469,2003,1:00,2:00,Branded T
224,Jenaro Taléns,Univ Of Minnesota Press,2.71,,total:7,5:00,3:01,1,11,0816620474,4:03,15,106471,1993,1:02,2:01,Branded Eye: Bunuel’s Un Chien andalou
208,Howard J. Blumenthal,"Clerisy Press, Emmis Books",3.09,,total:11,5:00,3:06,1,12,1578602416,4:03,21,106473,2005,1:00,2:02,Branded for Life: How Americans are Brainwashed by the Brands We Love
288,Bruce Weber,Bulfinch Press,4.09,,total:35,5:12,3:07,3,11,0821225251,4:15,1,106474,1997,1:00,2:01,Branded Youth: And Other Stories
114,L. Ron Hubbard,Galaxy Press,3.45,,total:148,5:25,3:57,27,9,1592122582,4:44,8,106475,2008,1:05,2:17,Branded Outlaw: A Tale of Wild Hearts in the Wild West
336,Robert A. Orsi,Yale University Press,3.84,,total:103,5:31,3:30,7,11,0300076592,4:35,10,106479,1998,1:03,2:04,"Thank You, St. Jude: Women's Devotion to the Patron Saint of Hopeless Causes"
160,Elinor Dewire,Voyageur Press,4.38,,total:8,5:03,3:00,2,12,0896585700,4:05,9,106481,2002,1:00,2:00,Lighthouses of the Mid-Atlantic Coast
128,Paul   Johnson,Routledge,4.14,,total:7,5:03,3:02,0,5,1850009090,4:02,1,106483,1992,1:00,2:00,"Pop-Up Paper Engineering: Cross-Curricular Activities in Design Engineering Technology, English and Art"
400,Haruki Murakami,Vintage,4.15,en-US,total:100832,5:40589,3:16747,726,3,0679743464,4:39392,2,106484,1993,0.536111111,2.438888889,Hard-Boiled Wonderland and the End of the World
272,Luke Timothy Johnson,Bloomsbury T&T Clark,3.8,,total:10,5:01,3:03,0,11,1563381443,4:06,1,106485,1996,1:00,2:00,"Letters to Paul's Delegates: 1 Timothy, 2 Timothy, Titus"
231,Arthur W. Frank,University Of Chicago Press,4.04,,total:376,0.307638889,0.172916667,23,5,0226259935,0.263194444,15,106486,1997,1:09,2:16,"The Wounded Storyteller: Body, Illness, and Ethics"
352,Ruth Sawyer,Penguin Books,3.94,en-GB,total:102,5:29,3:21,22,1,0140044361,4:46,27,106487,1977,1:02,2:04,The Way of the Storyteller
216,Margaret Read MacDonald,August House Publishers,3.68,en-GB,total:78,5:13,3:27,10,2,0874833051,4:33,3,106488,2006,1:01,2:04,Storyteller's Start-Up Book
221,Cameron Dokey,Simon Pulse,3.79,eng,total:11336,2.3125,2.36875,613,9,0743422201,3.01875,1,106489,2002,0.200694444,0.596527778,The Storyteller's Daughter: A Retelling of the Arabian Nights
208,Dennis E. Smith,Abingdon Press,2.67,,total:9,5:01,3:02,1,3,0687082722,4:01,1,106490,1999,1:01,2:04,The Storyteller's Companion to the Bible Volume 13 New Testament Women
120,Bob Hartman,Lion Hudson,4.24,eng,total:211,0.279166667,3:34,10,4,0745946542,0.213888889,1,106491,2003,1:03,2:04,The Lion Storyteller Bedtime Book: World Folk Tales Especially for Reading Aloud
272,Saira Shah,Anchor,3.83,en-GB,total:1279,0.461111111,0.366666667,123,10,1400031478,0.486111111,12,106492,2004,1:24,0.140972222,The Storyteller's Daughter: One Woman's Return to Her Lost Homeland
304,Kirin Narayan,University of Pennsylvania Press,3.8200000000000003,,total:45,5:10,3:14,3,8,081221269X,4:19,1,106493,1989,1:00,2:02,"Storytellers, Saints, and Scoundrels: Folk Narrative in Hindu Religious Teaching"
204,Paul I. Johnson,Pleasant Word,3.5700000000000003,,total:7,5:02,3:03,0,2,141410930X,4:01,1,106494,2007,1:00,2:01,More Than Money More Than Faith; Successfully Raising Missionary Support in the Twenty-First Century
486,Paul-Alan Johnson,Van Nostrand Reinhold Company,4.43,,total:21,5:13,3:01,1,3,0442013442,4:06,1,106496,1994,1:01,2:00,"The Theory of Architecture: Concepts, Themes and Practices"
190,Paul  Johnson,Phoenix Illustrated,3.9699999999999998,eng,total:33,5:09,3:08,2,12,1841880884,4:15,31,106497,2000,1:00,2:01,"Castles of England, Scotland and Wales"
512,Paul  Johnson,Futura Publications Limited,3.89,eng,total:38,5:11,3:10,0,1,0860077330,4:15,1,106499,1976,1:01,2:01,Elizabeth I
210,Paul Johnson,Multnomah Books,4,,total:2,5:01,3:01,0,10,0880700068,4:00,1,106500,1982,1:00,2:00,Death & the Caring Community
255,K. Paul Johnson,State University of New York Press,4.25,,total:4,5:02,3:01,0,8,079142555X,4:01,10,106502,1995,1:00,2:00,Initiates of Theosophical Masters
90,Paul Westerhoff,American Water Works Association,0,,total:0,5:00,3:00,0,1,1583211381,4:00,1,106505,2001,1:00,2:00,A Zero-Valent Iron (Fe Degrees) Packed-Bed Treatment Process
464,Stoney Compton,Baen,3.32,,total:107,5:16,3:36,2,4,141652116X,4:33,3,106506,2007,1:09,2:13,Russian Amerika
148,Steven Johnson Leyba,Last Gasp,4.31,,total:16,5:08,3:03,2,5,0867195053,4:05,6,106507,2001,1:00,2:00,Coyote Satan Amerika: The Unspeakable Art and Performances of Reverend Steven Johnson Leyba
174,Mikhail Lossel,Dalkey Archive Press,3.77,,total:13,5:03,3:06,1,5,1564783561,4:04,1,106510,2004,1:00,2:00,Amerika: Russian Writers View the United States
59,Trystan Mitchell,Wooden Books,4,eng,total:3,5:01,3:01,1,5,1902418212,4:01,1,106511,2000,1:00,2:00,Once Upon a Winter's Turning
32,Jonah Winter,Disney-Hyperion,3.59,,total:39,5:05,3:16,11,7,0786824042,4:16,3,106512,2000,1:01,2:01,Once Upon a Time in Chicago
40,Jane Yolen,Boyds Mills Press,3.06,,total:17,5:01,3:08,0,9,1590781740,4:05,1,106514,2003,1:03,2:00,Once Upon Ice: And Other Frozen Poems
152,Margarete Sandelowski,Greenwood Press,3.5,,total:2,5:00,3:01,0,6,0313240760,4:01,8,106516,1984,1:00,2:00,"Pain, Pleasure, and American Childbirth: From the Twilight Sleep to the Read Method, 1914-1960"
96,Kelly Lynch Reames,Bloomsbury Academic,4.5,,total:2,5:01,3:00,0,9,0826453198,4:01,1,106518,2001,1:00,2:00,Toni Morrison's Paradise: A Reader's Guide
288,Toni Morrison,Random House Audio,3.84,eng,total:306158,5:104906,3:63669,40,3,0739342274,4:99518,20,106519,2007,1:13783,2:24282,Beloved
0,Toni Morrison,Knopf,4.52,,total:25,5:16,3:01,1,3,0679434364,4:07,1,106520,1994,1:00,2:01,"The Collected Novels of Toni Morrison: The Bluest Eye, Sula, Song of Solomon, Tar Baby, Beloved, Jazz"
464,Henry Louis Gates Jr.,Amistad,4.4,,total:20,5:10,3:02,1,4,1567430252,4:08,23,106522,2000,1:00,2:00,Toni Morrison: Critical Perspective Past And Present
160,Lucille P. Fultz,University of Illinois Press,4.5,,total:2,5:01,3:00,0,5,0252028236,4:01,14,106523,2003,1:00,2:00,Toni Morrison: PLAYING WITH DIFFERENCE
40,Toni Morrison,Scribner,3.86,,total:58,5:21,3:18,5,1,0743222490,4:14,6,106524,2004,1:01,2:04,Who's Got Game? Poppy or the Snake?
40,Toni Morrison,Scribner,3.65,,total:62,5:17,3:24,7,9,0743222482,4:15,9,106525,2003,1:03,2:03,Who's Got Game? The Lion or the Mouse?
118,David M. Gracer,Research & Education Association,3.67,,total:3,5:01,3:02,0,6,0878911987,4:00,29,106526,1999,1:00,2:00,Toni Morrison's Paradise (MAXnotes)
131,Jan Furman,University of South Carolina Press,3.33,,total:3,5:00,3:02,1,4,157003317X,4:01,1,106527,1999,1:00,2:00,Toni Morrison's Fiction
193,Marilyn Sanders Mobley,LSU Press,4.5,,total:2,5:01,3:00,0,8,0807119644,4:01,1,106528,1994,1:00,2:00,Folk Roots and Mythic Wings in Sarah Orne Jewette and Toni Morrison: The Cultural Function of Narrative
258,Shirley A. Stave,"Peter Lang Inc., International Academic Publishers",3.2,,total:5,5:01,3:02,0,3,0820469351,4:01,14,106529,2006,1:01,2:00,Toni Morrison and the Bible: Contested Intertextualities
63,Jeffrey D.J. Kallenberg,Picket Fence Press,3.5700000000000003,eng,total:7,5:02,3:02,2,5,0977315045,4:02,15,106530,1999,1:01,2:00,The Yellow Wallpaper: An Adaptation
304,Edith Wharton,Simon  Schuster,4.02,,total:1547,0.529166667,0.338194444,0,6,074345149X,0.665972222,1,106531,2002,1:11,2:48,Old New York
192,Alice Turner Curtis,Applewood Books,3.81,eng,total:37,5:11,3:10,2,4,1557093261,4:12,1,106532,1996,1:00,2:04,A Little Maid of Old New York
12,Hayward Cirker,Dover Publications,4,eng,total:1,5:00,3:00,1,12,0486283453,4:01,22,106534,1994,1:00,2:00,Life in Old New York Photo Postcards 24 Cards
112,Catherine Elizabeth Havens,Applewood Books,3.5,,total:18,5:04,3:03,2,1,1557095248,4:07,1,106537,2001,1:02,2:02,Diary of a Little Girl in Old New York
32,Rosemary Wells,Volo,3.7,,total:44,5:12,3:14,5,7,0786815264,4:13,30,106539,2001,1:01,2:04,"Mama, Don't Go!"
464,Louise Erdrich,Harper Perennial,3.87,eng,total:2341,0.659722222,0.54375,141,3,0060928360,0.809027778,14,106540,1997,1:36,0.171527778,Tales of Burning Love
252,Joe Woods,America Star Books,3,,total:3,5:01,3:01,0,12,1413782159,4:00,27,106541,2005,1:01,2:00,Old Main Burning: A Tale of Love and Murder in Mississippi
416,Sabrina Jeffries,Pocket Star,3.93,eng,total:2560,0.804861111,0.600694444,79,12,1416516115,0.7625,26,106543,2006,1:29,0.172916667,"The School for Heiresses (School for Heiresses, #2.5; Neville Family & Friends, #0.5; Desperate Debutantes, #3.5)"
376,Sabrina Jeffries,Pocket Books,3.91,eng,total:5551,1.361805556,1.111805556,227,3,1416516085,1.651388889,1,106544,2006,0.088194444,0.266666667,"Never Seduce a Scoundrel (School for Heiresses, #1)"
384,Sabrina Jeffries,Pocket Books,4.03,,total:5474,1.500694444,0.928472222,2,7,1416523863,1.700694444,1,106545,2006,1:50,0.220138889,To Pleasure a Prince
384,Sabrina Jeffries,Pocket Books,4.11,eng,total:6963,2.105555556,1.083333333,171,7,1416523855,1.95625,1,106546,2006,1:56,0.234722222,"One Night with a Prince (Royal Brotherhood, #3)"
370,Sabrina Jeffries,Avon,4,eng,total:3145,0.916666667,0.630555556,104,5,0380809273,1.047222222,31,106547,2011,1:33,0.15,"The Dangerous Lord (Lord Trilogy, #3)"
372,Sabrina Jeffries,Avon,3.87,eng,total:3762,1.008333333,0.794444444,173,8,038079747X,1.102083333,26,106548,2008,0.091666667,0.240972222,The Pirate Lord
384,Sabrina Jeffries,Avon,3.79,en-US,total:3301,0.804166667,0.816666667,103,3,0380809281,1,28,106549,2006,1:56,0.215972222,"A Dangerous Love (Swanlea Spinsters, #1)"
