Id,Name,RatingDist1,pagesNumber,RatingDist4,RatingDistTotal,PublishMonth,PublishDay,Publisher,CountsOfReview,PublishYear,Language,Authors,Rating,RatingDist2,RatingDist5,ISBN,RatingDist3
10388,Three-Dimensional Embroidery: Methods of Construction for the Third Dimension,1:01,128,4:14,total:40,1,11,B.T. Batsford,1,2006,,Janet  Edmonds,4.12,2:01,5:17,713489650,3:07
10389,Kids' Embroidery: Projects for Kids of All Ages,1:00,144,4:17,total:32,14,9,Harry N. Abrams,8,2004,,Kristin Nicholas,3.91,2:04,5:08,158479366X,3:03
10391,18th Century Embroidery Techniques,1:01,192,4:36,total:101,1,8,GMC Publications,9,2006,,Gail Marsh,4.23,2:04,5:47,1861084765,3:13
10395,How Soccer Explains the World: An Unlikely Theory of Globalization,0.230555556,261,3.124305556,total:11273,5,7,Harper Perennial,677,2005,,Franklin Foer,3.78,0.588194444,2.223611111,60731427,2.286805556
10397,"The Everything Kids' Soccer Book: Rules, Techniques, and More About Your Favorite Sport!",1:02,144,4:21,total:69,1,3,Everything,0,2002,,Deborah W. Crisfield,3.83,2:08,5:24,1580626424,3:14
10399,Soccer,1:05,72,4:36,total:155,11,4,DK Children,6,2005,,Hugh Hornby,4.34,2:07,0.273611111,756610915,3:13
10400,Great Soccer Drills,1:01,144,4:11,total:31,16,7,International Marine Publishing,1,2002,,Tom Fleck,3.84,2:01,5:09,007138488X,3:09
10401,The Ultimate Guide To Weight Training For Soccer,1:00,168,4:05,total:16,1,5,Price World Enterprises,0,2005,,Robert G. Price,3.69,2:00,5:03,1932549382,3:08
10402,Cat's Cradle,2.522916667,7,4:122369,total:327998,6,11,Caedmon,45,2007,,Kurt Vonnegut Jr.,4.16,2:10623,5:138676,60898739,3:52757
10403,Doctor Who: Cat's Cradle-Time's Crucible,0.0875,275,0.2625,total:594,20,2,Virgin Publishing,40,1992,eng,Marc Platt,3.22,0.142361111,0.280555556,426203658,0.264583333
10404,Doctor Who: Cat's Cradle-Witch Mark,1:33,256,0.218055556,total:406,18,6,Virgin Publishing,25,1992,eng,Andrew    Hunt,3.21,0.135416667,0.261111111,426203682,0.227777778
10405,Doctor Who: Cat's Cradle-Warhead,1:14,262,0.240277778,total:413,16,4,Virgin Publishing,34,1992,eng,Andrew Cartmel,3.52,2:59,0.275694444,426203674,0.220138889
10407,Cat's Cradle String Games,1:00,78,4:24,total:73,1,8,HarperTrophy,1,1984,,Camilla Gryski,3.79,2:04,5:19,688039413,3:26
10412,He's Just Not That Into You: The No-Excuses Truth to Understanding Guys,1.984027778,208,4:17090,total:59965,26,12,Gallery Books,2480,2006,eng,Greg Behrendt,3.66,4.545138889,5:17224,141694740X,3:16429
10413,Ripley's Believe it or Not Special Edition 2007,1:02,144,4:13,total:57,1,9,Scholastic Inc.,3,2006,,Ripley Entertainment Inc.,4.02,2:03,5:26,439825989,3:13
10414,Do Not Open This Book,1:08,40,0.307638889,total:561,1,3,Scholastic Press,187,2006,eng,Michaela Muntean,3.9,2:39,0.332638889,439698391,0.216666667
10415,"Bud, Not Buddy",1.582638889,288,4:31355,total:93017,14,9,Laurel Leaf,156,2004,,Christopher Paul Curtis,3.93,4.217361111,5:32724,553494104,3:20766
10417,Hands Are Not for Hitting (Ages 4-7),1:03,35,0.3,total:498,1,2,Free Spirit Publishing,45,2001,eng,Martine Agassi,4.05,2:17,0.33125,1575420775,0.200694444
10418,He's Just Not That Into You: Your Daily Wake-Up Call,1:34,304,0.316666667,total:796,1,5,Gallery Books,69,2005,,Greg Behrendt,3.74,0.138888889,0.388194444,1416909532,0.26875
10420,Not So Big House,1:18,208,0.648611111,total:1832,20,4,Taunton Press,149,2001,eng,Sarah Susanka,4.07,0.135416667,0.685416667,1561583766,0.373611111
10421,Rodinsky's Room,1:05,362,0.227777778,total:219,1,2,Granta UK,19,2000,eng,Rachel Lichtenstein,3.86,2:12,0.250694444,1862073295,3:53
10422,Married to Genius: A Fascinating Insight Into the Married Lives of Nine Modern Writers,1:00,256,4:14,total:35,1,4,Southbank Publishing,3,2005,,Jeffrey Meyers,3.66,2:05,5:07,1904915094,3:09
10423,Cuba,1:11,520,0.352777778,total:651,1,11,,8,2006,en-GB,Brendan Sainsbury,3.93,2:18,0.338888889,174059746X,0.240277778
10426,"A Taste of Old Cuba: More Than 150 Recipes for Delicious, Authentic, and Traditional Dishes",1:00,304,4:18,total:53,17,9,William Morrow Cookbooks,5,1994,,Maria Josefa Lluria de O'Higgins,4.26,2:01,5:25,60169648,3:09
10427,The Rough Guide to Cuba 3,1:00,640,4:17,total:41,20,6,Rough Guides,1,2005,eng,Fiona McAuslan,3.8,2:02,5:09,1843534096,3:13
10428,Cuba (Lonely Planet Country Guide),1:11,448,0.352777778,total:651,15,1,,0,2004,eng,Lonely Planet,3.93,2:18,0.338888889,1740591208,0.240277778
10429,Cuba: A New History,1:01,384,0.295833333,total:343,11,11,Yale University Press,40,2005,en-GB,Richard Gott,4.06,2:10,0.273611111,300111142,3:52
10430,Cuba Diaries: An American Housewife in Havana,1:21,320,0.418055556,total:905,13,5,Broadway Books,101,2003,,Isadora Tattlin,3.52,0.145138889,0.293055556,767914848,0.340972222
10431,Cuba 15,1:46,304,0.389583333,total:1096,8,3,Ember,145,2005,eng,Nancy Osa,3.45,0.169444444,0.341666667,385732333,0.411805556
10432,This Is Cuba: An Outlaw Culture Survives,1:03,320,4:56,total:154,31,3,Basic Books,12,2004,,Ben Corbett,3.71,2:13,5:36,813342244,3:46
10433,Cuba (Jake Grafton #7),1:21,461,0.630555556,total:1768,15,5,St. Martin's Paperbacks,63,2000,eng,Stephen Coonts,3.82,0.152777778,0.527777778,312971397,0.485416667
10434,Es Cuba: Life and Love on an Illegal Island,1:01,360,0.220138889,total:161,20,12,Seal Press,19,2005,,Lea Aschkenas,3.94,2:07,5:42,1580051790,3:34
10435,Cuba: 400 Years of Architectural Heritage,1:00,224,4:02,total:11,1,3,Watson-Guptill Publications,0,2000,,Rachel Carley,4.64,2:00,5:08,823011283,3:01
10436,Dancing With Cuba,1:08,304,0.238888889,total:308,8,2,Vintage,36,2005,,Alma Guillermoprieto,3.49,2:32,5:47,375725814,0.20625
10437,Cuba Confidential: Love and Vengeance in Miami and Havana,1:04,464,0.220833333,total:208,14,10,Vintage,29,2003,,Ann Louise Bardach,3.82,2:09,5:55,385720521,0.168055556
10438,Field Guide to Birds of Cuba,1:00,272,4:06,total:14,1,9,A&C Black,0,2000,,Orlando H. Garrido,4.36,2:01,5:07,713657847,3:00
10439,The Houses of Old Cuba,1:00,201,4:04,total:10,17,9,Thames  Hudson,2,2008,,Llilian Llanes,3.9,2:01,5:03,500282722,3:02
10440,Cuba Style: Graphics from the Golden Age of Design,1:00,168,4:05,total:14,1,10,Princeton Architectural Press,4,2002,,Steven Heller,4.07,2:00,5:05,1568983603,3:04
10441,The Memory Keeper's Daughter,1:19894,401,4:199080,total:550326,30,5,Penguin Books,17637,2006,eng,Kim Edwards,3.67,2:48757,5:128553,143037145,3:154042
10445,Too Far to Go: The Maples Stories,1:15,256,0.494444444,total:1235,12,6,Fawcett Books,36,1982,eng,John Updike,4.01,2:48,0.503472222,449200167,0.315972222
